amount_financed,days_till_payment,max_client_financed_amount,client_size,debtor_size,debtor_type,client_transactions,debtor_transactions,average_client_spread,debtor_tenure,client_recency,fee_percentage
187186,32,15690150,Micro Business,Large,private,2,2,-4.065217391,386.0,26.0,2.016666667
184562,44,33153220,No Information,Large,public,5,12,4.47,67.0,6.0,3.458333333
13775,30,36066354,Small,Large,private,7,12,1.320816327,210.0,89.0,4.986666667
1517253,32,29839260,Small,Large,private,16,5,-3.776494565,20.0,20.0,2.066666667
1517253,32,29839260,Small,Large,private,17,6,-3.810230179,20.0,20.0,2.066666667
338821,47,214904631,Medium,No Information,private,1747,71,-0.730186015,651.0,8.0,1.516666667
338821,47,214904631,Medium,No Information,private,1749,72,-0.734954242,651.0,8.0,1.516666667
338821,61,214904631,Medium,Large,private,1750,129,-0.737334268,378.0,8.0,1.516666667
338821,30,214904631,Medium,Large,private,1751,22,-0.739711576,89.0,8.0,1.516666667
338821,30,214904631,Medium,Large,private,1752,19,-0.742086169,573.0,8.0,1.516666667
338821,61,214904631,Medium,No Information,private,1753,98,-0.744458054,643.0,8.0,1.516666667
338821,61,214904631,Medium,No Information,private,1754,99,-0.746827234,643.0,8.0,1.516666667
338821,30,214904631,Medium,Small,private,1755,15,-0.749193714,219.0,8.0,1.516666667
338821,61,214904631,Medium,No Information,private,1757,42,-0.753918594,643.0,8.0,1.516666667
338821,30,214904631,Medium,Large,private,1758,178,-0.756277002,617.0,8.0,1.516666667
338821,30,214904631,Medium,Large,private,1760,48,-0.760985778,428.0,8.0,1.516666667
338821,30,214904631,Medium,Large,private,1761,49,-0.763336155,428.0,8.0,1.516666667
338821,30,214904631,Medium,Large,private,1762,12,-0.765683864,219.0,8.0,1.516666667
338821,61,214904631,Medium,Large,private,1763,130,-0.76802891,378.0,8.0,1.516666667
338821,30,214904631,Medium,Large,private,1764,44,-0.770371298,638.0,8.0,1.516666667
338821,61,214904631,Medium,No Information,private,1765,100,-0.772711031,643.0,8.0,1.516666667
338821,30,214904631,Medium,No Information,private,1766,8,-0.775048114,475.0,8.0,1.516666667
338821,30,214904631,Medium,No Information,private,1767,24,-0.777382552,216.0,8.0,1.516666667
338821,30,214904631,Medium,Large,private,1768,23,-0.779714349,89.0,8.0,1.516666667
338821,30,214904631,Medium,Large,private,1769,24,-0.78204351,89.0,8.0,1.516666667
338821,30,214904631,Medium,Large,private,1770,99,-0.784370039,664.0,8.0,1.516666667
338821,30,214904631,Medium,Large,private,1773,189,-0.79133388,610.0,8.0,1.516666667
338821,61,214904631,Medium,No Information,private,1774,143,-0.793649926,602.0,8.0,1.516666667
119854,44,82768678,Small,No Information,private,48,140,-0.218737491,670.0,5.0,1.796666667
134387,35,24340408,Micro Business,Medium,public,9,9,2.462116402,65.0,28.0,2.858333333
134387,35,24340408,Micro Business,Medium,public,10,10,2.455904762,65.0,28.0,2.858333333
134387,35,24340408,Micro Business,Medium,public,11,11,2.450822511,65.0,28.0,2.858333333
187186,33,5890500,Micro Business,Large,private,10,14,1.224004141,649.0,36.0,2.016666667
187186,33,5890500,Micro Business,Large,private,11,15,0.712731037,649.0,36.0,2.016666667
104368,60,70275315,Micro Business,No Information,private,4,2,-1.9875,47.0,9.0,2.286666667
108882,49,58184426,Small,No Information,private,31,1,-2.692813064,660.0,0.0,2.546666667
89159,30,26131318,Small,Large,private,67,149,0.464304873,656.0,0.0,2.226666667
359082,30,25093305,Small,No Information,private,16,45,-0.916475155,643.0,21.0,2.546666667
485893,60,45751765,No Information,Large,private,24,56,1.759880952,84.0,24.0,1.058333333
302165,40,3907470,No Information,Large,private,7,20,-1.904267968,526.0,16.0,2.166666667
128045,34,9819346,Micro Business,Large,private,2,2,-3.660217391,27.0,27.0,2.426666667
401268,46,39835488,Small,Large,private,37,179,0.097762856,617.0,9.0,2.316666667
199306,34,11259397,Small,Large,private,11,73,-3.418577075,651.0,16.0,1.716666667
199306,34,11259397,Small,Large,private,12,74,-3.525362319,651.0,16.0,1.716666667
199306,34,11259397,Small,Large,private,13,75,-3.615719064,651.0,16.0,1.716666667
199306,34,11259397,Small,Large,private,14,76,-3.693167702,651.0,16.0,1.716666667
199306,34,11259397,Small,Large,private,15,77,-3.760289855,651.0,16.0,1.716666667
199306,34,11259397,Small,Large,private,16,78,-3.819021739,651.0,16.0,1.716666667
199306,34,11259397,Small,Large,private,17,79,-3.87084399,651.0,16.0,1.716666667
187186,32,82890087,Small,Large,private,109,150,0.480872794,656.0,29.0,2.316666667
187186,32,82890087,Small,Large,private,110,151,0.439228496,656.0,29.0,2.316666667
187186,32,82890087,Small,Large,private,111,152,0.398334546,656.0,29.0,2.316666667
187186,32,82890087,Small,Large,private,112,153,0.358170844,656.0,29.0,2.316666667
89250,58,3498600,Small,Medium,public,2,2,-3.275217391,609.0,23.0,2.426666667
187186,32,22634281,Small,No Information,private,89,31,-0.456749017,385.0,5.0,0.976666667
187186,48,490543418,Large,Large,private,10,36,-1.971619048,622.0,57.0,1.016666667
310762,25,159503507,Medium,Large,private,2308,1071,1.369800119,670.0,7.0,2.646666667
310762,25,159503507,Medium,Large,private,2309,1072,1.367574134,670.0,7.0,2.646666667
310762,29,159503507,Medium,Large,private,2310,1073,1.365350076,670.0,7.0,2.646666667
310762,29,159503507,Medium,Large,private,2311,1074,1.363127942,670.0,7.0,2.646666667
310762,29,159503507,Medium,Large,private,2312,1075,1.360907731,670.0,7.0,2.646666667
187762,33,71427756,No Information,Large,private,58,100,0.033314057,665.0,5.0,3.416666667
481366,46,39548765,Medium,Large,private,11,171,-3.111806889,665.0,6.0,2.016666667
187186,35,18530403,Micro Business,No Information,private,12,16,-0.610274327,610.0,9.0,3.506666667
59745,35,31225002,Small,Large,private,105,113,0.412043577,642.0,8.0,2.476666667
59745,35,31225002,Small,Large,private,106,114,0.370986562,642.0,8.0,2.476666667
59745,35,31225002,Small,Large,private,107,115,0.330696968,642.0,8.0,2.476666667
59745,35,31225002,Small,Large,private,108,116,0.291153477,642.0,8.0,2.476666667
187186,35,133203034,Medium,Large,private,41,25,-2.307388275,666.0,2.0,2.016666667
36652,32,48832538,Medium,Large,private,63,190,0.393435538,611.0,2.0,3.866666667
53907,41,43724654,Small,No Information,private,159,15,-0.628475591,90.0,13.0,2.256666667
53907,41,43724654,Small,Large,private,161,26,-0.67234546,561.0,13.0,2.256666667
53907,41,43724654,Small,Micro Business,private,162,10,-0.693874192,225.0,13.0,2.256666667
53907,41,43724654,Small,No Information,private,163,16,-0.715138767,90.0,13.0,2.256666667
187186,28,37827720,No Information,Large,private,14,23,-3.586832298,34.0,14.0,1.416666667
187186,28,37827720,No Information,Large,private,15,24,-3.681043478,34.0,14.0,1.416666667
187186,28,37827720,No Information,Large,private,16,25,-3.763478261,34.0,14.0,1.416666667
187186,28,37827720,No Information,Large,private,17,26,-3.836214834,34.0,14.0,1.416666667
187186,28,37827720,No Information,Large,private,18,27,-3.900869565,34.0,14.0,1.416666667
128841,32,64748395,Small,Large,private,199,40,0.550477543,532.0,8.0,2.416666667
489740,25,62359778,Small,Large,private,19,3,-1.104331481,146.0,24.0,2.016666667
187186,29,37207744,Medium,Large,private,71,57,-0.880513516,87.0,13.0,2.708333333
187186,36,24710701,Small,Large,private,34,31,1.130660699,615.0,13.0,3.216666667
70141,60,19207236,Small,No Information,private,22,23,-3.29675607,455.0,2.0,2.706666667
4880260,26,1899456701,Large,No Information,private,487,203,-1.026377959,659.0,0.0,1.516666667
4880260,26,1899456701,Large,No Information,private,488,204,-1.03431571,659.0,0.0,1.516666667
39471,32,119831443,Small,No Information,private,81,44,-0.549587711,658.0,12.0,4.006666667
187186,28,121254125,Small,Large,private,44,25,-0.260970262,671.0,36.0,1.716666667
74566,32,134095003,No Information,No Information,private,118,27,-0.883975331,505.0,7.0,2.326666667
74566,32,134095003,No Information,Large,private,119,72,-0.910916715,548.0,7.0,2.326666667
74566,32,134095003,No Information,Large,private,120,73,-0.937409075,548.0,7.0,2.326666667
187186,63,146803452,Small,Large,private,115,114,-0.28589396,665.0,3.0,3.096666667
91294,46,90161890,Small,Large,private,90,80,-0.181695192,652.0,6.0,2.216666667
91294,46,90161890,Small,Large,private,91,81,-0.225852388,652.0,6.0,2.216666667
91294,46,90161890,Small,Large,private,92,82,-0.269049644,652.0,6.0,2.216666667
67494,60,4747231,No Information,Large,private,30,77,-0.343540373,661.0,21.0,3.216666667
67494,60,4747231,No Information,Large,private,31,78,-0.435684232,661.0,21.0,3.216666667
81172,45,14350523,Micro Business,Large,private,3,2,4.413333333,40.0,40.0,3.318333333
81172,45,14350523,Micro Business,Large,public,4,2,4.025,40.0,40.0,3.318333333
329173,67,90972443,Small,Large,private,54,67,-1.774961276,669.0,6.0,2.116666667
266024,30,84204698,Small,Large,private,19,20,-0.632476844,670.0,9.0,1.516666667
155252,30,102954356,Small,Large,private,44,94,0.729112554,674.0,3.0,1.996666667
114477,30,134095003,No Information,Large,private,121,74,-0.965199083,551.0,3.0,2.116666667
114477,30,134095003,No Information,Large,private,122,75,-0.992533517,551.0,3.0,2.116666667
114477,30,134095003,No Information,Large,private,123,76,-1.019423488,551.0,3.0,2.116666667
256254,44,123380607,No Information,Large,private,50,14,-2.092269565,518.0,12.0,1.776666667
256254,44,123380607,No Information,Large,private,51,15,-2.142225064,518.0,12.0,1.776666667
187186,30,14635454,No Information,Large,private,19,48,-3.000938215,621.0,41.0,2.146666667
187186,30,14635454,No Information,Large,private,20,49,-3.064391304,621.0,41.0,2.146666667
44582,30,29704446,Small,No Information,private,117,78,-1.284998673,661.0,16.0,2.726666667
44582,42,29704446,Small,Large,private,118,25,-1.30538004,656.0,16.0,2.726666667
44582,30,29704446,Small,No Information,private,119,79,-1.325418863,661.0,16.0,2.726666667
187186,30,6208587,Micro Business,Large,private,9,50,-4.024444444,621.0,6.0,2.316666667
187186,30,6208587,Micro Business,Large,private,10,51,-4.032,621.0,6.0,2.316666667
187186,30,6208587,Micro Business,Large,private,11,52,-4.038181818,621.0,6.0,2.316666667
187186,30,6208587,Micro Business,Large,private,12,53,-4.043333333,621.0,6.0,2.316666667
187186,30,6208587,Micro Business,Large,private,13,54,-4.047692308,621.0,6.0,2.316666667
187186,30,6208587,Micro Business,Large,private,14,55,-4.051428571,621.0,6.0,2.316666667
29928,30,20404693,Micro Business,Large,private,23,5,-2.748965703,32.0,5.0,2.926666667
29928,30,20404693,Micro Business,Large,private,24,6,-2.779842133,32.0,5.0,2.926666667
645652,35,73550508,No Information,Large,private,59,39,-0.03419974,632.0,4.0,2.466666667
645652,35,73550508,No Information,Large,private,60,7,-0.099463078,621.0,4.0,2.466666667
17552,45,11459445,No Information,Large,private,37,58,2.845756253,670.0,17.0,4.286666667
17552,45,11459445,No Information,Large,private,38,59,2.714815299,670.0,17.0,4.286666667
56882,70,42109149,No Information,Large,private,249,306,1.27867553,655.0,9.0,4.006666667
56882,70,42109149,No Information,Large,private,250,307,1.263920828,655.0,9.0,4.006666667
56882,70,42109149,No Information,Large,private,251,308,1.249283693,655.0,9.0,4.006666667
56882,70,42109149,No Information,Large,private,252,309,1.234762726,655.0,9.0,4.006666667
56882,70,42109149,No Information,Large,private,253,310,1.22035655,655.0,9.0,4.006666667
35102,45,12827611,Micro Business,Large,private,28,132,2.710053978,671.0,17.0,3.006666667
302165,40,3907470,No Information,Large,private,8,21,-2.197484472,526.0,16.0,2.166666667
64438,33,44048495,Small,Large,private,52,43,-0.641228301,541.0,6.0,2.416666667
4975,61,5027884,No Information,Large,private,2,96,0.904782609,670.0,28.0,10.76666667
80000,49,32761410,Small,Medium,private,17,3,-0.011787846,77.0,26.0,2.286666667
80000,49,32761410,Small,Medium,private,18,4,-0.24057741,77.0,26.0,2.286666667
80000,49,32761410,Small,Medium,private,19,5,-0.445283862,77.0,26.0,2.286666667
132997,36,16439500,No Information,Large,public,9,3,-1.667239476,513.0,28.0,2.396666667
628320,60,32708340,Small,Large,private,10,3,-2.487546584,114.0,26.0,2.016666667
339150,45,277132305,No Information,Large,public,2,2,2.07,54.0,26.0,2.458333333
11835,30,20396239,Micro Business,Large,private,125,159,1.380883147,656.0,5.0,5.526666667
212415,30,25093305,Small,No Information,private,17,46,-1.064917793,644.0,0.0,2.976666667
3452904,18,1899456701,Large,No Information,private,489,83,-1.042220994,665.0,5.0,1.516666667
199306,34,11259397,Small,Large,private,18,83,-3.916908213,651.0,16.0,1.716666667
199306,34,11259397,Small,Large,private,19,84,-3.95812357,651.0,16.0,1.716666667
199306,34,11259397,Small,Large,private,20,85,-3.995217391,651.0,16.0,1.716666667
199306,34,11259397,Small,Large,private,21,86,-4.028778468,651.0,16.0,1.716666667
199306,34,11259397,Small,Large,private,22,87,-4.059288538,651.0,16.0,1.716666667
199306,34,11259397,Small,Large,private,23,88,-4.087145558,651.0,16.0,1.716666667
199306,34,11259397,Small,Large,private,24,89,-4.112681159,651.0,16.0,1.716666667
199306,34,11259397,Small,Large,private,25,90,-4.136173913,651.0,16.0,1.716666667
199306,34,11259397,Small,Large,private,26,91,-4.157859532,651.0,16.0,1.716666667
199306,34,11259397,Small,Large,private,27,92,-4.177938808,651.0,16.0,1.716666667
187186,32,82890087,Small,No Information,private,113,40,0.318718005,663.0,29.0,2.316666667
187186,32,82890087,Small,No Information,private,114,41,0.279957321,663.0,29.0,2.316666667
187186,32,82890087,Small,No Information,private,115,42,0.241870735,663.0,29.0,2.316666667
187186,32,82890087,Small,Large,private,116,154,0.204440815,656.0,29.0,2.316666667
21122,20,4944864,Micro Business,Large,private,3,33,1.131904762,67.0,45.0,3.398333333
187186,32,22634281,Small,No Information,private,90,32,-0.512118473,385.0,5.0,0.976666667
310762,25,159503507,Medium,Large,private,2313,10,1.35868944,405.0,7.0,2.646666667
310762,25,159503507,Medium,Large,private,2314,1076,1.356473066,670.0,7.0,2.646666667
310762,25,159503507,Medium,Large,private,2315,1077,1.354258607,670.0,7.0,2.646666667
310762,25,159503507,Medium,Large,private,2316,1078,1.35204606,670.0,7.0,2.646666667
310762,25,159503507,Medium,Large,private,2317,1079,1.349835423,670.0,7.0,2.646666667
310762,29,159503507,Medium,Large,private,2318,1080,1.347626693,670.0,7.0,2.646666667
310762,29,159503507,Medium,Large,private,2319,1081,1.345419868,670.0,7.0,2.646666667
187762,33,71427756,No Information,Large,private,61,101,-0.147012864,665.0,5.0,3.416666667
59745,35,31225002,Small,Large,private,109,117,0.252335556,642.0,8.0,2.476666667
59745,35,31225002,Small,Large,private,110,118,0.214223414,642.0,8.0,2.476666667
59745,35,31225002,Small,Large,private,111,119,0.176797978,642.0,8.0,2.476666667
59745,35,31225002,Small,Large,private,112,120,0.140040853,642.0,8.0,2.476666667
59745,35,31225002,Small,Large,private,113,121,0.103934297,642.0,8.0,2.476666667
59745,35,31225002,Small,Large,private,114,122,0.068461189,642.0,8.0,2.476666667
59745,35,31225002,Small,Large,private,115,123,0.033605005,642.0,8.0,2.476666667
59745,35,31225002,Small,Large,private,116,124,-0.000650211,642.0,8.0,2.476666667
364237,60,5885215,No Information,Large,private,2,172,-2.24,665.0,170.0,1.516666667
364237,60,5885215,No Information,Large,private,3,173,-3.126666667,665.0,170.0,1.516666667
187186,29,42339824,Small,No Information,private,7,7,-1.8635315,254.0,27.0,1.476666667
187186,29,42339824,Small,No Information,private,8,8,-2.248090062,254.0,27.0,1.476666667
632703,32,102954356,Small,Large,private,45,97,0.608465608,670.0,57.0,1.716666667
36652,32,48832538,Medium,Large,private,64,191,0.347444358,611.0,2.0,3.866666667
53907,41,43724654,Small,No Information,private,164,17,-0.736144019,90.0,13.0,2.256666667
187186,28,37827720,No Information,Large,private,19,28,-3.958718535,34.0,14.0,1.416666667
128841,32,64748395,Small,Large,private,201,41,0.507587219,532.0,8.0,2.416666667
187186,29,37207744,Medium,Large,private,72,58,-0.837034161,87.0,13.0,2.708333333
187186,29,37207744,Medium,Large,private,73,36,-0.794746022,83.0,13.0,2.708333333
187186,57,25577236,Small,Large,private,2,2,-4.205217391,542.0,27.0,1.336666667
387940,29,48773340,No Information,Large,private,22,22,-0.383242989,667.0,19.0,1.436666667
187186,30,180267502,Small,Large,private,3,127,1.26,83.0,3.0,2.358333333
28982,46,12302415,Small,Large,private,48,66,1.107949017,671.0,3.0,3.376666667
4880260,26,1899456701,Large,No Information,private,490,205,-1.050094013,659.0,0.0,1.516666667
4880260,26,1899456701,Large,No Information,private,491,206,-1.057934962,659.0,0.0,1.516666667
4880260,26,1899456701,Large,No Information,private,492,207,-1.065744037,659.0,0.0,1.516666667
4880260,26,1899456701,Large,No Information,private,493,208,-1.073521433,659.0,0.0,1.516666667
4880260,26,1899456701,Large,No Information,private,494,209,-1.081267341,659.0,0.0,1.516666667
4880260,26,1899456701,Large,No Information,private,495,210,-1.088981952,659.0,0.0,1.516666667
39471,32,119831443,Small,No Information,private,82,265,-0.572275665,667.0,12.0,4.006666667
39471,32,119831443,Small,No Information,private,83,211,-0.594416922,659.0,12.0,4.006666667
187186,35,121254125,Small,Large,private,45,26,-0.359615367,671.0,36.0,1.716666667
161253,48,22826211,Small,Large,private,3,98,-3.866811594,671.0,3.0,2.016666667
74566,32,134095003,No Information,Large,private,124,48,-1.044186202,667.0,7.0,2.326666667
74566,32,134095003,No Information,No Information,private,125,28,-1.068552712,505.0,7.0,2.326666667
74566,32,134095003,No Information,Large,private,126,77,-1.092532453,548.0,7.0,2.326666667
