amount_financed,days_till_payment,max_client_financed_amount,client_size,debtor_size,debtor_type,client_transactions,debtor_transactions,average_client_spread,debtor_tenure,client_recency,fee_percentage
115549,30,31711715,No Information,No Information,private,83,48,-0.354258774,500.0,17.0,2.216666667
187186,30,33796971,No Information,No Information,private,4,5,-3.140326087,633.0,19.0,1.616666667
187186,44,39821882,Small,Large,private,220,81,-1.903892434,650.0,30.0,2.016666667
187186,44,39821882,Small,Large,private,221,73,-1.915187038,648.0,30.0,2.016666667
187186,44,39821882,Small,Large,private,222,44,-1.926379889,614.0,30.0,2.016666667
187186,44,39821882,Small,Large,private,223,82,-1.937472356,650.0,30.0,2.016666667
187186,44,39821882,Small,Large,private,224,296,-1.948465783,641.0,30.0,2.016666667
187186,44,39821882,Small,Large,private,225,4,-1.959361491,125.0,30.0,2.016666667
187186,44,39821882,Small,Medium,private,226,14,-1.970160776,171.0,30.0,2.016666667
187186,44,39821882,Small,No Information,private,228,11,-1.991475155,657.0,30.0,2.016666667
71400,60,15948142,No Information,Large,private,22,29,1.584458874,460.0,128.0,2.686666667
114372,30,231561446,Small,Large,private,27,6,-1.073663829,319.0,5.0,2.116666667
1921390,35,20388494,No Information,No Information,public,4,4,-3.578680124,111.0,27.0,1.786666667
103292,29,4665276,No Information,Large,private,3,101,-0.954761905,654.0,96.0,2.056666667
275295,35,25919822,Small,Large,private,61,38,-2.502323592,618.0,25.0,1.516666667
275295,30,25919822,Small,Large,private,62,5,-2.540995792,607.0,25.0,1.516666667
275295,30,25919822,Small,Large,private,63,6,-2.578440304,607.0,25.0,1.516666667
275295,30,25919822,Small,No Information,private,64,3,-2.614714674,25.0,25.0,1.516666667
275295,35,25919822,Small,No Information,private,65,2,-2.64987291,25.0,25.0,1.516666667
275295,35,25919822,Small,Large,private,66,2,-2.683965744,25.0,25.0,1.516666667
329591,63,126957335,Medium,Large,private,23,51,-1.613181204,397.0,4.0,1.616666667
624200,40,5049408,Small,Large,private,56,174,-0.163236099,31.0,17.0,1.998333333
624200,40,5049408,Small,Large,private,57,175,-0.133354764,31.0,17.0,1.998333333
624200,40,5049408,Small,Large,private,58,176,-0.10450382,31.0,17.0,1.998333333
187186,74,12277456,No Information,Large,private,90,90,2.164817115,306.0,28.0,4.286666667
187186,30,105231670,Micro Business,Large,private,18,377,-3.544589372,660.0,26.0,1.516666667
187186,30,105231670,Micro Business,Large,private,19,378,-3.615926773,660.0,26.0,1.516666667
187186,30,105231670,Micro Business,Large,private,20,379,-3.680130435,660.0,26.0,1.516666667
638382,30,117029141,Small,No Information,private,774,758,-0.546178733,493.0,0.0,2.016666667
638382,30,117029141,Small,No Information,private,775,759,-0.551151406,493.0,0.0,2.016666667
638382,30,117029141,Small,No Information,private,776,760,-0.556111262,493.0,0.0,2.016666667
638382,30,117029141,Small,No Information,private,777,761,-0.561058352,493.0,0.0,2.016666667
94486,45,60615702,No Information,Large,private,11,11,-2.006702428,515.0,18.0,2.676666667
94486,45,60615702,No Information,Large,private,12,12,-2.151143892,515.0,18.0,2.676666667
864566,46,176481358,Micro Business,Large,private,241,14,0.074279271,341.0,9.0,2.116666667
864566,46,176481358,Micro Business,Large,private,245,15,0.002862467,341.0,9.0,2.116666667
864566,46,176481358,Micro Business,Large,private,246,16,-0.014628844,341.0,9.0,2.116666667
83562,30,28877040,Small,Large,private,139,128,-0.090214785,658.0,18.0,3.266666667
83562,30,28877040,Small,Large,private,140,129,-0.112070393,658.0,18.0,3.266666667
83562,60,28877040,Small,Large,private,141,19,-0.133615993,636.0,18.0,3.266666667
28560,30,4877417,Small,Micro Business,public,2,38,-2.820217391,649.0,25.0,3.296666667
210079,35,74765274,No Information,No Information,private,81,61,-0.340995834,383.0,3.0,1.736666667
664020,32,41633340,Small,Large,private,17,33,0.91929972,570.0,35.0,2.316666667
48917,62,4050784,No Information,Medium,public,12,2,-0.703359213,402.0,11.0,3.556666667
116739,41,2666790,No Information,Micro Business,public,8,3,0.228874224,616.0,21.0,2.516666667
187186,91,197752565,No Information,No Information,private,31,48,1.117327189,59.0,8.0,2.018333333
31887,35,33864757,No Information,Large,private,36,33,-0.300070163,439.0,13.0,4.546666667
12670070,45,1899456701,Large,Large,private,468,16,-0.867192449,186.0,17.0,1.466666667
12670070,45,1899456701,Large,Large,private,470,2,-0.884566098,26.0,17.0,1.466666667
109524,37,14907000,Small,Large,public,2,161,-3.805217391,657.0,16.0,2.036666667
58248,32,42845886,Small,Large,private,36,10,-0.531411893,339.0,21.0,2.496666667
58248,32,42845886,Small,Large,private,37,11,-0.622995356,339.0,21.0,2.496666667
209583,45,57171517,Small,Large,private,27,19,-2.639827467,517.0,3.0,2.146666667
180866,30,102697810,Small,Large,private,81,189,-0.234313064,661.0,31.0,1.966666667
180866,30,102697810,Small,Large,private,82,190,-0.28572388,661.0,31.0,1.966666667
404138,54,159503507,Medium,Large,private,2286,818,1.383669587,661.0,5.0,2.916666667
404138,54,159503507,Medium,Large,private,2287,819,1.381534182,661.0,5.0,2.916666667
404138,26,159503507,Medium,Large,private,2288,1062,1.379400645,661.0,5.0,2.916666667
404138,26,159503507,Medium,Large,private,2289,1063,1.377268971,661.0,5.0,2.916666667
404138,26,159503507,Medium,No Information,private,2290,26,1.375139159,577.0,5.0,2.916666667
404138,26,159503507,Medium,Large,private,2291,1064,1.373011207,661.0,5.0,2.916666667
404138,26,159503507,Medium,Large,private,2292,1065,1.370885111,661.0,5.0,2.916666667
404138,26,159503507,Medium,Large,private,2293,1066,1.36876087,661.0,5.0,2.916666667
187186,30,58652932,Large,No Information,public,22,11,-1.15465368,300.0,62.0,0.716666667
248124,57,62567303,Micro Business,Large,private,11,111,-2.187351779,655.0,26.0,1.516666667
576555,41,186550070,Small,Large,private,54,25,-0.50728165,657.0,3.0,2.366666667
44020,61,18248466,No Information,Large,private,4,52,-2.195217391,397.0,29.0,2.846666667
828417,97,196162268,Medium,Large,private,9,30,0.074396135,9.0,18.0,2.758333333
257479,59,20917741,Small,Large,private,12,93,-2.276692547,661.0,7.0,2.066666667
187186,59,9233948,No Information,Large,private,47,165,2.643336857,656.0,11.0,5.106666667
263643,73,541762614,Small,Large,private,48,69,0.056708075,63.0,29.0,1.978333333
263643,73,541762614,Small,Large,private,49,70,0.086571175,63.0,29.0,1.978333333
263643,73,541762614,Small,Large,private,50,71,0.115239752,63.0,29.0,1.978333333
263643,73,541762614,Small,Large,private,51,72,0.14278407,63.0,29.0,1.978333333
263643,73,541762614,Small,Large,private,52,73,0.169268992,63.0,29.0,1.978333333
442568,62,36143075,Small,Large,public,2,13,-3.865217391,257.0,28.0,1.916666667
93541,30,57030888,Medium,Large,private,69,56,-0.87762985,661.0,4.0,2.206666667
307614,39,14700000,Micro Business,Large,private,5,191,0.814,84.0,30.0,1.288333333
60549,31,44048495,Small,Large,private,47,40,-0.311146205,532.0,11.0,2.466666667
187186,30,6909557,Small,No Information,private,4,6,0.878690476,486.0,117.0,2.136666667
43780,45,7972792,Micro Business,Large,private,22,177,-0.232272727,609.0,39.0,2.756666667
411184,30,45627521,Small,Large,private,72,73,-2.810396825,252.0,74.0,1.236666667
411184,30,45627521,Small,Large,private,73,74,-2.842857143,252.0,74.0,1.236666667
411184,30,45627521,Small,Large,private,74,75,-2.874440154,252.0,74.0,1.236666667
411184,30,45627521,Small,Large,private,75,76,-2.905180952,252.0,74.0,1.236666667
411184,30,45627521,Small,Large,private,76,77,-2.935112782,252.0,74.0,1.236666667
411184,30,45627521,Small,Large,private,77,78,-2.964267161,252.0,74.0,1.236666667
411184,30,45627521,Small,Large,private,78,79,-2.992673993,252.0,74.0,1.236666667
411184,30,45627521,Small,Large,private,79,80,-3.020361664,252.0,74.0,1.236666667
411184,30,45627521,Small,Large,private,80,81,-3.047357143,252.0,74.0,1.236666667
411184,30,45627521,Small,Large,private,81,82,-3.073686067,252.0,74.0,1.236666667
411184,30,45627521,Small,Large,private,82,83,-3.099372822,252.0,74.0,1.236666667
411184,30,45627521,Small,Large,private,83,84,-3.12444062,252.0,74.0,1.236666667
411184,30,45627521,Small,Large,private,84,85,-3.148911565,252.0,74.0,1.236666667
411184,30,45627521,Small,Large,private,85,86,-3.172806723,252.0,74.0,1.236666667
411184,30,45627521,Small,Large,private,86,87,-3.196146179,252.0,74.0,1.236666667
411184,30,45627521,Small,Large,private,87,88,-3.218949097,252.0,74.0,1.236666667
411184,30,45627521,Small,Large,private,88,89,-3.241233766,252.0,74.0,1.236666667
411184,30,45627521,Small,Large,private,89,90,-3.263017657,252.0,74.0,1.236666667
57917,35,31225002,Small,Large,private,104,19,0.45389015,400.0,1.0,2.496666667
75651,45,23945823,No Information,Large,private,54,166,0.942504409,79.0,25.0,1.708333333
75651,45,23945823,No Information,Large,private,55,167,0.948095238,79.0,25.0,1.708333333
75651,45,23945823,No Information,Large,private,56,168,0.953486395,79.0,25.0,1.708333333
171408,45,167403043,Small,Large,private,28,9,-0.181883319,241.0,7.0,2.346666667
47124,47,52002784,Small,Large,private,56,79,-0.345028838,656.0,20.0,3.416666667
5236,35,40975107,No Information,Large,private,69,38,0.929443994,144.0,7.0,10.31666667
187186,59,106953788,Medium,Large,private,11,80,-2.119649915,657.0,6.0,2.396666667
237762,59,85752530,Small,No Information,private,16,19,-3.136331522,397.0,6.0,1.266666667
122206,60,33745262,Small,Large,private,21,32,-3.536267377,593.0,26.0,1.916666667
122206,60,33745262,Small,Large,private,22,33,-3.580073405,593.0,26.0,1.916666667
122206,60,33745262,Small,Large,private,23,34,-3.620070213,593.0,26.0,1.916666667
122206,60,33745262,Small,Large,private,24,35,-3.656733954,593.0,26.0,1.916666667
109227,60,13866237,No Information,Micro Business,public,19,3,1.784586466,643.0,147.0,2.116666667
41079,35,154142319,No Information,No Information,private,24,46,-0.257732919,641.0,12.0,2.816666667
26112,36,90161890,Small,Large,private,88,72,-0.090370083,643.0,5.0,3.446666667
319803,60,32028368,Small,Large,private,9,14,0.383492063,23.0,39.0,2.458333333
33463,70,42109149,No Information,Large,private,240,297,1.395209196,643.0,19.0,5.106666667
33463,70,42109149,No Information,Large,private,241,298,1.383984262,643.0,19.0,5.106666667
33463,70,42109149,No Information,Large,private,242,299,1.372852095,643.0,19.0,5.106666667
33463,70,42109149,No Information,Large,private,243,300,1.361811552,643.0,19.0,5.106666667
33463,70,42109149,No Information,Large,private,244,301,1.350861504,643.0,19.0,5.106666667
33463,70,42109149,No Information,Large,private,245,302,1.340000845,643.0,19.0,5.106666667
726687,30,43595145,Small,Large,private,6,6,-3.050621118,84.0,33.0,1.516666667
187186,61,6428267,Micro Business,No Information,public,21,6,0.823155871,489.0,7.0,3.716666667
106909,49,40794727,Small,Large,private,26,4,-2.48143096,461.0,5.0,2.566666667
24528,70,137255477,Small,Large,private,215,380,0.503526217,662.0,5.0,3.556666667
187186,30,36546658,Small,Large,private,16,103,-3.148288043,545.0,0.0,2.086666667
71716,40,85384735,No Information,Medium,public,10,10,-1.393329193,487.0,19.0,4.856666667
260894,40,54258909,No Information,No Information,private,53,3,0.3845701,18.0,4.0,3.416666667
260894,30,54258909,No Information,Medium,private,54,1,0.321892876,330.0,4.0,3.416666667
1574370,50,25504794,Small,No Information,public,2,2,-3.407142857,70.0,70.0,2.016666667
202122,35,13850173,No Information,Large,private,4,29,-3.530217391,538.0,19.0,2.166666667
901359,47,108734141,Medium,No Information,public,37,9,-2.296348833,609.0,33.0,2.016666667
901359,47,108734141,Medium,Large,public,39,20,-2.40422838,582.0,33.0,2.016666667
708991,31,18016383,Medium,Large,private,95,35,-0.724403618,80.0,7.0,2.358333333
3173459,39,98055444,Small,Medium,public,4,8,-3.359642857,538.0,49.0,1.316666667
65450,50,31284446,No Information,No Information,private,26,23,-1.824930721,258.0,0.0,2.406666667
187186,30,134095003,No Information,Large,private,116,47,-0.828871457,660.0,16.0,2.346666667
187186,30,134095003,No Information,Large,private,117,71,-0.85657341,540.0,16.0,2.346666667
461934,29,22790869,Micro Business,No Information,public,5,7,-1.305047619,660.0,77.0,1.916666667
434850,37,14895269,No Information,Medium,public,142,2,0.153792319,63.0,7.0,1.768333333
40784,50,26689422,Micro Business,No Information,private,33,8,-2.381146245,419.0,5.0,3.926666667
52300,30,58186482,Small,No Information,private,281,28,1.146145605,397.0,6.0,2.586666667
52300,30,58186482,Small,No Information,private,282,82,1.128499699,658.0,6.0,2.586666667
299207,61,95158133,Small,No Information,private,7,23,-2.366246673,488.0,16.0,1.926666667
44004,51,3728027,Small,Large,private,20,4,-0.677409938,35.0,35.0,3.346666667
44004,51,3728027,Small,Large,private,21,6,-0.791342798,244.0,35.0,3.346666667
115565,30,159503507,Medium,Large,private,2294,1067,1.367052605,663.0,0.0,3.866666667
115565,30,159503507,Medium,Large,private,2295,1068,1.365345828,663.0,0.0,3.866666667
28000,44,22581596,Small,Micro Business,public,11,1,0.168142292,489.0,26.0,5.136666667
187186,91,86250367,No Information,Large,private,5,32,0.74,24.0,2.0,1.408333333
306197,90,56044704,Small,Large,private,84,76,-0.544748842,540.0,28.0,2.216666667
306197,90,56044704,Small,Large,private,85,77,-0.587751796,540.0,28.0,2.216666667
44553,32,44048495,Small,Large,private,48,8,-0.381330659,13.0,1.0,2.736666667
44553,32,44048495,Small,Large,private,49,9,-0.448650442,13.0,1.0,2.736666667
44553,32,44048495,Small,Large,private,50,41,-0.513277433,534.0,1.0,2.736666667
44553,32,44048495,Small,Large,private,51,42,-0.575370032,534.0,1.0,2.736666667
255529,90,111368656,Medium,Large,private,12,128,-1.857334369,372.0,29.0,2.066666667
187186,55,18692248,No Information,No Information,private,130,86,0.875496735,645.0,27.0,2.956666667
84628,75,17809489,Small,Large,private,97,97,-0.173211244,533.0,29.0,2.786666667
84628,75,17809489,Small,Large,private,98,98,-0.208484599,533.0,29.0,2.786666667
84628,75,17809489,Small,Large,private,99,99,-0.24304536,533.0,29.0,2.786666667
84628,75,17809489,Small,Large,private,100,100,-0.276914907,533.0,29.0,2.786666667
187186,32,7704857,Small,Micro Business,public,3,4,-3.143478261,142.0,2.0,2.626666667
929985,52,4944864,Small,Medium,public,16,9,1.66875,10.0,10.0,2.458333333
1257390,90,35748202,No Information,Micro Business,public,9,25,-0.041746032,469.0,146.0,1.256666667
1400746,48,57626802,Small,Micro Business,public,5,51,-3.208173913,625.0,9.0,1.716666667
187186,46,10805200,Small,Large,private,97,24,1.383539519,513.0,5.0,3.906666667
152842,59,40501527,Small,No Information,private,7,51,1.982857143,83.0,26.0,3.008333333
847271,60,30832501,No Information,Micro Business,public,9,31,-0.221428571,658.0,104.0,1.866666667
57702,43,82768678,Small,No Information,private,47,139,-0.125093608,664.0,6.0,2.196666667
103902,49,39548765,Medium,Large,private,10,169,-2.982987578,658.0,5.0,2.286666667
187186,36,59783575,Medium,Large,private,81,192,-1.498664213,664.0,8.0,1.676666667
347927,63,222472344,Medium,Large,private,2296,1069,1.365905346,86.0,2.0,3.108333333
347927,63,222472344,Medium,Large,private,2297,1070,1.366464377,86.0,2.0,3.108333333
347927,63,222472344,Medium,Large,private,2298,820,1.367022922,86.0,2.0,3.108333333
347927,63,222472344,Medium,Large,private,2300,821,1.368138554,86.0,2.0,3.108333333
347927,63,222472344,Medium,Large,private,2301,822,1.368695643,86.0,2.0,3.108333333
347927,63,222472344,Medium,Large,private,2302,823,1.369252248,86.0,2.0,3.108333333
347927,63,222472344,Medium,Large,private,2303,824,1.369808369,86.0,2.0,3.108333333
347927,63,222472344,Medium,Large,private,2304,825,1.370364008,86.0,2.0,3.108333333
347927,63,222472344,Medium,Large,private,2305,826,1.370919165,86.0,2.0,3.108333333
347927,63,222472344,Medium,Large,private,2306,827,1.37147384,86.0,2.0,3.108333333
347927,63,222472344,Medium,Large,private,2307,828,1.372028034,86.0,2.0,3.108333333
101745,56,39025675,Small,Large,private,13,93,-1.783330148,664.0,13.0,1.366666667
169394,60,52002784,Small,No Information,private,57,10,-0.409151139,184.0,2.0,2.416666667
169394,49,52002784,Small,Large,private,58,81,-0.471062326,659.0,2.0,2.416666667
17612,35,69065388,Small,Large,public,5,73,-1.928173913,641.0,22.0,4.276666667
226558,35,39350913,No Information,Large,private,37,3,-0.410879078,63.0,1.0,2.016666667
187186,31,14152905,Small,No Information,private,33,264,0.464306418,660.0,3.0,3.826666667
187186,60,96820528,Small,No Information,private,11,30,-2.570728402,664.0,0.0,2.086666667
29559,60,28842929,Small,No Information,private,36,54,-2.143807798,664.0,7.0,2.946666667
321300,31,31137540,Micro Business,No Information,private,13,31,-1.688967989,654.0,20.0,2.016666667
166600,91,34941773,Small,Large,private,19,30,-1.066917293,646.0,7.0,2.416666667
22601,58,4879100,Micro Business,Large,private,17,36,6.81,18.0,6.0,8.958333333
22601,58,4879100,Micro Business,Large,private,18,37,6.903888889,18.0,6.0,8.958333333
541445,31,77100836,Small,No Information,public,10,6,-1.987567288,479.0,34.0,1.516666667
187186,31,22634281,Small,No Information,private,86,122,-0.316868169,486.0,16.0,2.436666667
187186,31,22634281,Small,No Information,private,87,123,-0.358973132,486.0,16.0,2.436666667
187186,31,22634281,Small,No Information,private,88,30,-0.400121165,380.0,16.0,2.436666667
56383,62,179133702,No Information,No Information,public,35,24,3.719142857,45.0,2.0,5.958333333
56383,62,179133702,No Information,No Information,public,36,25,3.768611111,45.0,2.0,5.958333333
56383,62,179133702,No Information,No Information,public,37,26,3.815405405,45.0,2.0,5.958333333
56383,62,179133702,No Information,Micro Business,public,38,2,3.859736842,5.0,2.0,5.958333333
56383,62,179133702,No Information,Micro Business,public,39,3,3.901794872,5.0,2.0,5.958333333
187186,35,14713668,No Information,Large,private,15,28,0.008542443,660.0,28.0,1.216666667
187186,31,96197220,Medium,Large,private,19,9,-2.900141658,423.0,22.0,0.956666667
187186,31,96197220,Medium,Large,private,20,10,-3.028134576,423.0,22.0,0.956666667
187186,31,96197220,Medium,Large,private,21,11,-3.143937691,423.0,22.0,0.956666667
187186,31,96197220,Medium,Large,private,22,12,-3.249213251,423.0,22.0,0.956666667
523451,52,59215915,No Information,Large,private,55,381,0.240585733,664.0,1.0,2.266666667
523451,52,59215915,No Information,Large,private,56,382,0.162182416,664.0,1.0,2.266666667
523451,40,59215915,No Information,Large,private,57,4,0.086530093,274.0,1.0,2.266666667
187186,26,12023688,Micro Business,Large,private,7,7,-0.200470275,127.0,3.0,0.416666667
285600,35,84204698,Small,Large,private,18,38,-0.395392225,616.0,21.0,1.516666667
20230,35,38094983,No Information,Large,private,134,28,1.540847316,610.0,9.0,3.946666667
87584,70,42109149,No Information,Large,private,246,303,1.324391086,645.0,2.0,3.916666667
87584,70,42109149,No Information,Large,private,247,304,1.308907721,645.0,2.0,3.916666667
87584,70,42109149,No Information,Large,private,248,305,1.293549222,645.0,2.0,3.916666667
22705,54,30848493,Small,Large,private,112,131,2.078078046,661.0,1.0,5.686666667
187186,63,9482093,Micro Business,Large,public,16,16,-0.309372412,637.0,36.0,2.416666667
90430,54,41609808,Small,No Information,private,27,62,-2.526563147,387.0,2.0,2.716666667
90430,54,41609808,Small,Large,private,28,2,-2.568471606,14.0,2.0,2.716666667
25820,31,20396239,Micro Business,Large,private,124,158,1.399196721,650.0,8.0,3.466666667
43411,28,3914681,Micro Business,Large,private,9,170,0.921124914,659.0,7.0,4.496666667
187186,38,15017800,No Information,Large,private,32,44,0.849246247,658.0,13.0,3.616666667
5253081,28,1899456701,Large,No Information,private,471,16,-0.893197593,331.0,3.0,1.466666667
5253081,28,1899456701,Large,No Information,private,472,191,-0.901792513,653.0,3.0,1.466666667
5253081,28,1899456701,Large,No Information,private,473,192,-0.910351091,653.0,3.0,1.466666667
5253081,28,1899456701,Large,No Information,private,474,193,-0.918873557,653.0,3.0,1.466666667
5253081,28,1899456701,Large,No Information,private,475,194,-0.927360139,653.0,3.0,1.466666667
5253081,28,1899456701,Large,No Information,private,476,195,-0.935811064,653.0,3.0,1.466666667
5253081,28,1899456701,Large,No Information,private,477,196,-0.944226554,653.0,3.0,1.466666667
5253081,28,1899456701,Large,No Information,private,478,132,-0.952606833,651.0,3.0,1.466666667
5253081,28,1899456701,Large,No Information,private,479,133,-0.960952122,651.0,3.0,1.466666667
5253081,28,1899456701,Large,No Information,private,480,134,-0.969262638,651.0,3.0,1.466666667
5253081,28,1899456701,Large,No Information,private,481,197,-0.977538599,653.0,3.0,1.466666667
5253081,28,1899456701,Large,No Information,private,482,198,-0.98578022,653.0,3.0,1.466666667
5253081,28,1899456701,Large,No Information,private,483,199,-0.993987715,653.0,3.0,1.466666667
5253081,28,1899456701,Large,No Information,private,484,200,-1.002161294,653.0,3.0,1.466666667
5253081,28,1899456701,Large,No Information,private,485,201,-1.010301168,653.0,3.0,1.466666667
5253081,28,1899456701,Large,No Information,private,486,202,-1.018407544,653.0,3.0,1.466666667
105434,63,6083280,Micro Business,No Information,private,2,11,-2.945217391,86.0,14.0,3.216666667
105434,63,6083280,Micro Business,No Information,private,3,12,-3.030144928,86.0,14.0,3.216666667
391701,32,167403043,Small,Large,private,29,47,-0.343887342,611.0,3.0,1.536666667
142157,30,99994993,No Information,Large,private,144,14,0.090128537,639.0,4.0,2.036666667
143381,59,45843761,Small,Large,private,25,36,-3.685664596,598.0,5.0,2.036666667
57120,60,111368656,Medium,Medium,private,13,2,-1.95061634,3.0,3.0,3.346666667
61641,67,90972443,Small,Large,private,52,65,-1.698998248,662.0,17.0,3.216666667
61641,67,90972443,Small,Large,private,53,66,-1.727319036,662.0,17.0,3.216666667
187186,29,28567217,Micro Business,Large,private,18,54,4.367777778,82.0,33.0,7.398333333
187186,29,28567217,Micro Business,Large,private,19,55,4.503157895,82.0,33.0,7.398333333
187186,29,28567217,Micro Business,Large,private,20,56,4.625,82.0,33.0,7.398333333
187186,29,28567217,Micro Business,Large,private,21,57,4.735238095,82.0,33.0,7.398333333
405171,35,186550070,Small,No Information,private,55,1,-0.575331075,425.0,6.0,2.166666667
121851,67,32980120,Small,Large,private,26,9,-0.181490683,431.0,17.0,2.546666667
187186,46,17288610,Small,Large,private,28,10,0.428503401,529.0,117.0,2.966666667
468161,59,53160432,Micro Business,Large,public,14,162,-2.764627329,664.0,30.0,1.516666667
345789,45,47152047,No Information,Micro Business,public,88,18,1.696818182,18.0,11.0,2.368333333
345789,45,47152047,No Information,Micro Business,public,89,19,1.699213483,18.0,11.0,2.368333333
345789,45,47152047,No Information,Micro Business,public,90,20,1.701555556,18.0,11.0,2.368333333
345789,45,47152047,No Information,Micro Business,public,98,10,1.718571429,18.0,11.0,2.368333333
345789,45,47152047,No Information,Micro Business,public,99,11,1.720505051,18.0,11.0,2.368333333
345789,45,47152047,No Information,No Information,public,100,7,1.7224,11.0,11.0,2.368333333
187186,63,146803452,Small,Large,private,113,112,-0.226617747,661.0,10.0,2.466666667
187186,63,146803452,Small,Large,private,114,113,-0.259278995,661.0,10.0,2.466666667
126826,32,8643485,Small,Large,private,33,15,-2.446201769,97.0,25.0,2.216666667
126826,32,8643485,Small,Large,private,35,16,-2.546418811,97.0,25.0,2.216666667
126826,32,8643485,Small,Large,private,36,17,-2.592351622,97.0,25.0,2.216666667
29012,60,5814534,No Information,Large,public,14,1,-0.902879326,522.0,5.0,4.826666667
187186,25,179097423,Large,Large,public,14,74,-1.290711328,644.0,21.0,2.016666667
187186,45,1957884,No Information,Large,private,54,10,1.119491603,630.0,33.0,2.776666667
100554,60,200783114,Medium,Large,private,12,15,-0.607536232,648.0,35.0,2.266666667
61404,30,13330837,Micro Business,Medium,public,5,6,-2.114658385,269.0,27.0,2.056666667
127341,40,115029203,No Information,Large,public,16,163,-0.99761646,664.0,4.0,2.066666667
92783,62,19207236,Small,No Information,private,21,22,-3.277077788,453.0,4.0,2.386666667
88336,43,57889099,Small,Large,private,44,55,0.034449934,657.0,41.0,1.726666667
43535,31,16160981,Small,Large,private,225,223,-0.186386473,640.0,10.0,3.786666667
43535,31,16160981,Small,Large,private,226,224,-0.197198923,640.0,10.0,3.786666667
43535,31,16160981,Small,Large,private,227,225,-0.207916108,640.0,10.0,3.786666667
43535,31,16160981,Small,Large,private,228,226,-0.218539283,640.0,10.0,3.786666667
43535,31,16160981,Small,Large,private,229,227,-0.229069679,640.0,10.0,3.786666667
43535,31,16160981,Small,Large,private,230,228,-0.239508507,640.0,10.0,3.786666667
3295040,83,66534965,Small,Large,private,10,10,-1.360900621,250.0,27.0,1.516666667
1838559,31,95924283,No Information,Large,private,3,5,-3.810144928,551.0,22.0,1.716666667
343584,48,33371495,No Information,Micro Business,public,9,52,-2.181048999,630.0,5.0,1.976666667
150333,31,167403043,Small,Large,private,30,10,-0.479091097,248.0,3.0,2.016666667
1101666,90,261932248,Small,Large,public,48,27,-0.959456522,656.0,19.0,2.166666667
1101666,90,261932248,Small,Large,public,49,28,-1.02661047,656.0,19.0,2.166666667
2249507,30,117029141,Small,No Information,private,778,762,-0.566635398,501.0,8.0,1.516666667
2249507,30,117029141,Small,No Information,private,779,763,-0.572198125,501.0,8.0,1.516666667
2249507,30,117029141,Small,No Information,private,780,764,-0.577746589,501.0,8.0,1.516666667
2249507,30,117029141,Small,No Information,private,781,765,-0.583280844,501.0,8.0,1.516666667
2249507,30,117029141,Small,No Information,private,782,766,-0.588800946,501.0,8.0,1.516666667
30678,30,9366709,No Information,Micro Business,public,9,5,-0.106066253,593.0,26.0,4.356666667
660051,45,69065388,Small,Micro Business,public,6,6,-2.423478261,221.0,4.0,1.516666667
984388,31,45097449,No Information,No Information,private,5,6,-3.49226087,642.0,8.0,1.516666667
188108,62,196298431,Medium,Large,private,96,7,-0.763732747,116.0,14.0,1.916666667
188108,65,196298431,Medium,Large,private,97,20,-0.802250966,468.0,14.0,1.916666667
26180,37,5608935,No Information,No Information,private,13,10,-1.068628763,57.0,25.0,4.856666667
187186,34,46489172,Medium,Micro Business,public,68,39,-1.037456765,658.0,34.0,3.276666667
97342,35,63126283,No Information,Large,private,66,9,-1.202555995,462.0,11.0,2.646666667
85862,50,26689422,Micro Business,Large,private,34,5,-2.414053708,159.0,6.0,2.916666667
85862,50,26689422,Micro Business,Large,private,35,6,-2.445080745,159.0,6.0,2.916666667
85862,50,26689422,Micro Business,Large,private,36,22,-2.474384058,305.0,6.0,2.916666667
80324,38,16888064,Micro Business,Large,private,22,16,-2.715282326,659.0,11.0,2.016666667
187186,30,38805900,No Information,Large,private,8,21,-4.047771739,33.0,19.0,1.626666667
187186,30,38805900,No Information,Large,private,9,22,-4.130241546,33.0,19.0,1.626666667
300787,60,2862545,No Information,Large,private,23,383,0.581863354,86.0,31.0,1.278333333
300787,60,2862545,No Information,Large,private,24,384,0.591785714,86.0,31.0,1.278333333
300787,74,2862545,No Information,Large,private,25,385,0.600914286,86.0,31.0,1.278333333
300787,74,2862545,No Information,Large,private,26,386,0.609340659,86.0,31.0,1.278333333
300787,74,2862545,No Information,Large,private,27,387,0.617142857,86.0,31.0,1.278333333
300787,74,2862545,No Information,Large,private,28,388,0.624387755,86.0,31.0,1.278333333
300787,74,2862545,No Information,Large,private,29,389,0.631133005,86.0,31.0,1.278333333
300787,74,2862545,No Information,Large,private,30,390,0.637428571,86.0,31.0,1.278333333
67234,61,200783114,Medium,Large,private,13,16,-0.870802676,649.0,1.0,2.386666667
128551,49,51885430,Small,Large,private,30,5,-2.653573499,468.0,1.0,2.426666667
490220,30,157389877,Medium,Large,private,148,23,-0.977625203,656.0,11.0,2.016666667
490220,30,157389877,Medium,Large,private,149,139,-1.000594161,650.0,11.0,2.016666667
490220,30,157389877,Medium,Large,private,150,140,-1.023256867,650.0,11.0,2.016666667
490220,30,157389877,Medium,Large,private,152,141,-1.067687698,650.0,11.0,2.016666667
490220,30,157389877,Medium,Large,private,153,142,-1.089467516,650.0,11.0,2.016666667
